Jack Spade;10 Diamond;7 Clubs;10 Clubs;King Clubs;One pair
Jack Hearts;10 Spade;King Hearts;Queen Diamond;Jack Spade;One pair
Queen Clubs;2 Hearts;King Spade;2 Diamond;8 Clubs;One pair
King Clubs;5 Diamond;7 Clubs;2 Hearts;Jack Diamond;Nothing in hand
Aces Spade;5 Clubs;5 Hearts;6 Hearts;10 Hearts;One pair
4 Clubs;King Spade;Queen Spade;7 Clubs;Queen Diamond;One pair
Jack Hearts;8 Clubs;Jack Spade;7 Clubs;6 Diamond;One pair
9 Diamond;4 Spade;King Diamond;10 Spade;7 Clubs;Nothing in hand
6 Diamond;Aces Clubs;5 Spade;3 Diamond;4 Hearts;Nothing in hand
King Clubs;10 Spade;6 Spade;7 Clubs;Queen Diamond;Nothing in hand
5 Spade;2 Diamond;Queen Hearts;Jack Clubs;5 Clubs;One pair
3 Clubs;King Clubs;3 Hearts;6 Hearts;Jack Spade;One pair
4 Clubs;4 Spade;2 Hearts;3 Diamond;6 Spade;One pair
Aces Clubs;Aces Spade;Queen Clubs;Queen Hearts;3 Clubs;Two pairs
Jack Clubs;7 Spade;8 Diamond;2 Spade;King Clubs;Nothing in hand
3 Spade;5 Clubs;3 Diamond;2 Hearts;Aces Clubs;One pair
King Spade;8 Diamond;Queen Spade;Jack Diamond;2 Diamond;Nothing in hand
Jack Clubs;3 Spade;9 Spade;Aces Hearts;2 Hearts;Nothing in hand
5 Diamond;9 Spade;8 Diamond;10 Spade;7 Diamond;Nothing in hand
3 Clubs;5 Clubs;10 Spade;8 Diamond;3 Diamond;One pair
Aces Clubs;3 Diamond;Jack Clubs;6 Hearts;4 Hearts;Nothing in hand
Jack Diamond;5 Spade;2 Spade;Jack Clubs;5 Clubs;Two pairs
6 Clubs;9 Clubs;6 Spade;Jack Clubs;9 Diamond;Two pairs
Aces Clubs;Queen Diamond;6 Spade;5 Hearts;5 Spade;One pair
10 Hearts;2 Hearts;3 Spade;Aces Clubs;3 Diamond;One pair
Aces Clubs;King Hearts;Aces Hearts;9 Hearts;2 Diamond;One pair
8 Spade;5 Clubs;King Clubs;10 Clubs;8 Diamond;One pair
5 Diamond;4 Diamond;Queen Clubs;3 Diamond;8 Hearts;Nothing in hand
8 Diamond;Aces Diamond;6 Spade;2 Clubs;2 Hearts;One pair
8 Spade;Aces Hearts;10 Clubs;Queen Spade;9 Diamond;Nothing in hand
5 Hearts;Jack Hearts;3 Hearts;6 Clubs;2 Spade;Nothing in hand
Jack Spade;Aces Clubs;5 Clubs;Aces Diamond;10 Diamond;One pair
5 Hearts;6 Clubs;9 Clubs;4 Clubs;3 Hearts;Nothing in hand
9 Clubs;8 Diamond;9 Spade;Queen Spade;2 Diamond;One pair
9 Diamond;3 Spade;8 Hearts;3 Hearts;4 Spade;One pair
7 Spade;King Spade;8 Hearts;Jack Hearts;6 Hearts;Nothing in hand
4 Spade;10 Hearts;Queen Spade;10 Diamond;7 Diamond;One pair
3 Diamond;4 Spade;10 Hearts;5 Diamond;6 Hearts;Nothing in hand
2 Spade;King Spade;10 Clubs;5 Clubs;5 Spade;One pair
Aces Spade;4 Hearts;2 Spade;King Diamond;King Spade;One pair
3 Diamond;Jack Hearts;6 Spade;10 Diamond;2 Clubs;Nothing in hand
6 Clubs;6 Diamond;Queen Clubs;4 Spade;Aces Clubs;One pair
4 Clubs;3 Clubs;Queen Clubs;10 Hearts;7 Diamond;Nothing in hand
Jack Diamond;Jack Spade;10 Diamond;10 Hearts;2 Spade;Two pairs
King Hearts;King Clubs;9 Diamond;9 Hearts;King Spade;Full house
2 Spade;Jack Diamond;Queen Spade;Jack Hearts;10 Diamond;One pair
10 Clubs;9 Diamond;8 Hearts;King Hearts;Jack Hearts;Nothing in hand
9 Clubs;Aces Clubs;2 Spade;7 Diamond;10 Clubs;Nothing in hand
8 Diamond;King Hearts;2 Spade;Queen Hearts;6 Hearts;Nothing in hand
8 Clubs;9 Spade;3 Spade;Jack Diamond;Jack Hearts;One pair
2 Spade;Queen Diamond;6 Hearts;Jack Diamond;9 Hearts;Nothing in hand
King Diamond;7 Hearts;3 Spade;Jack Diamond;King Spade;One pair
Queen Diamond;4 Clubs;9 Diamond;9 Hearts;7 Hearts;One pair
2 Spade;Aces Diamond;6 Spade;4 Diamond;3 Diamond;Nothing in hand
10 Clubs;3 Clubs;3 Hearts;7 Clubs;7 Diamond;Two pairs
10 Hearts;King Spade;5 Spade;2 Clubs;Queen Diamond;Nothing in hand
Queen Clubs;Queen Spade;Aces Clubs;5 Hearts;3 Diamond;One pair
Jack Spade;8 Spade;2 Spade;2 Clubs;King Spade;One pair
7 Clubs;Queen Clubs;3 Clubs;Jack Hearts;7 Diamond;One pair
Aces Spade;9 Clubs;8 Spade;6 Spade;10 Clubs;Nothing in hand
10 Spade;Aces Clubs;5 Spade;2 Spade;Jack Diamond;Nothing in hand
2 Diamond;8 Clubs;Jack Hearts;3 Clubs;Queen Spade;Nothing in hand
King Clubs;2 Spade;10 Spade;Queen Hearts;8 Diamond;Nothing in hand
Jack Diamond;10 Clubs;4 Spade;10 Spade;6 Hearts;One pair
4 Clubs;2 Clubs;2 Diamond;Queen Hearts;Aces Clubs;One pair
4 Spade;King Diamond;7 Spade;10 Spade;Aces Hearts;Nothing in hand
8 Diamond;Aces Spade;6 Clubs;Queen Clubs;Aces Hearts;One pair
Aces Spade;4 Spade;5 Spade;Jack Diamond;Jack Spade;One pair
8 Clubs;2 Spade;9 Diamond;King Spade;2 Clubs;One pair
7 Diamond;Jack Diamond;Aces Diamond;10 Diamond;3 Spade;Nothing in hand
2 Diamond;9 Diamond;Jack Hearts;8 Diamond;3 Clubs;Nothing in hand
2 Spade;8 Clubs;10 Spade;8 Hearts;5 Hearts;One pair
5 Hearts;King Clubs;2 Hearts;8 Diamond;King Hearts;One pair
7 Hearts;6 Spade;Jack Diamond;4 Hearts;7 Clubs;One pair
2 Diamond;9 Diamond;4 Diamond;Jack Spade;10 Diamond;Nothing in hand
5 Hearts;King Hearts;Queen Hearts;King Spade;7 Hearts;One pair
King Hearts;4 Spade;Jack Hearts;King Spade;Aces Diamond;One pair
4 Clubs;Jack Spade;King Diamond;King Spade;6 Clubs;One pair
10 Spade;9 Hearts;Jack Clubs;8 Diamond;10 Clubs;One pair
Queen Clubs;2 Hearts;6 Hearts;3 Hearts;2 Clubs;One pair
King Diamond;8 Hearts;9 Diamond;6 Spade;8 Diamond;One pair
4 Clubs;6 Hearts;5 Clubs;2 Diamond;Aces Hearts;Nothing in hand
2 Spade;2 Clubs;5 Hearts;7 Hearts;7 Spade;Two pairs
4 Spade;5 Diamond;Aces Diamond;King Hearts;10 Clubs;Nothing in hand
Queen Clubs;10 Diamond;4 Spade;Aces Diamond;Queen Spade;One pair
6 Diamond;8 Diamond;6 Clubs;Aces Clubs;4 Diamond;One pair
3 Hearts;4 Clubs;6 Diamond;4 Diamond;8 Hearts;One pair
10 Diamond;3 Hearts;7 Clubs;9 Spade;Aces Clubs;Nothing in hand
2 Hearts;7 Spade;Aces Spade;9 Spade;2 Clubs;One pair
Jack Spade;Aces Hearts;7 Hearts;6 Hearts;6 Spade;One pair
4 Diamond;2 Clubs;10 Diamond;2 Hearts;10 Clubs;Two pairs
Queen Hearts;4 Clubs;Queen Clubs;4 Hearts;Aces Diamond;Two pairs
10 Clubs;6 Spade;9 Diamond;2 Spade;King Spade;Nothing in hand
King Clubs;Aces Clubs;7 Spade;7 Diamond;10 Hearts;One pair
3 Spade;Queen Clubs;King Spade;4 Hearts;2 Spade;Nothing in hand
King Spade;3 Clubs;Jack Clubs;7 Diamond;7 Clubs;One pair
6 Hearts;4 Spade;7 Diamond;8 Clubs;5 Hearts;Straight
6 Clubs;2 Diamond;Queen Spade;10 Spade;Queen Hearts;One pair
3 Hearts;6 Clubs;8 Hearts;8 Clubs;9 Spade;One pair
6 Clubs;Jack Diamond;3 Diamond;9 Hearts;9 Clubs;One pair
8 Spade;10 Hearts;Aces Clubs;4 Clubs;3 Spade;Nothing in hand
3 Spade;3 Hearts;8 Spade;King Diamond;6 Hearts;One pair
8 Clubs;5 Clubs;Jack Hearts;3 Clubs;8 Spade;One pair
2 Diamond;8 Diamond;2 Hearts;5 Clubs;10 Diamond;One pair
4 Diamond;3 Spade;8 Hearts;10 Spade;10 Clubs;One pair
Jack Diamond;6 Hearts;3 Spade;Jack Hearts;10 Clubs;One pair
King Diamond;5 Spade;2 Spade;8 Hearts;2 Hearts;One pair
Jack Diamond;4 Spade;10 Diamond;King Clubs;7 Clubs;Nothing in hand
Queen Hearts;6 Spade;Aces Clubs;10 Spade;5 Diamond;Nothing in hand
King Diamond;Jack Diamond;6 Diamond;5 Clubs;3 Spade;Nothing in hand
9 Diamond;6 Spade;3 Clubs;Jack Spade;Jack Diamond;One pair
10 Spade;Jack Clubs;9 Hearts;6 Clubs;2 Diamond;Nothing in hand
2 Spade;7 Hearts;8 Diamond;Jack Spade;5 Spade;Nothing in hand
7 Spade;10 Diamond;King Hearts;King Clubs;Jack Hearts;One pair
7 Spade;5 Diamond;7 Clubs;2 Hearts;10 Spade;One pair
4 Hearts;5 Clubs;Aces Spade;7 Hearts;Aces Clubs;One pair
8 Hearts;Jack Spade;2 Spade;Jack Hearts;5 Spade;One pair
8 Spade;5 Clubs;Aces Clubs;6 Clubs;3 Diamond;Nothing in hand
3 Hearts;Jack Diamond;Queen Clubs;4 Diamond;2 Clubs;Nothing in hand
6 Diamond;Aces Diamond;Queen Clubs;King Spade;King Hearts;One pair
Queen Hearts;4 Spade;9 Hearts;8 Diamond;9 Spade;One pair
7 Spade;King Spade;Aces Diamond;Queen Hearts;2 Hearts;Nothing in hand
9 Clubs;9 Hearts;10 Hearts;Jack Clubs;4 Hearts;One pair
2 Hearts;5 Clubs;Aces Spade;Queen Spade;10 Clubs;Nothing in hand
4 Spade;6 Hearts;6 Spade;3 Hearts;Queen Diamond;One pair
7 Hearts;Jack Clubs;7 Clubs;Queen Clubs;King Clubs;One pair
9 Diamond;6 Diamond;Aces Diamond;Aces Clubs;Queen Hearts;One pair
7 Clubs;9 Spade;4 Diamond;9 Diamond;2 Diamond;One pair
Queen Spade;5 Hearts;King Hearts;Queen Diamond;Aces Diamond;One pair
8 Spade;6 Clubs;7 Clubs;5 Diamond;Aces Diamond;Nothing in hand
Aces Spade;5 Hearts;3 Hearts;8 Clubs;9 Diamond;Nothing in hand
King Clubs;Jack Spade;Aces Hearts;6 Diamond;3 Hearts;Nothing in hand
King Diamond;7 Spade;Aces Diamond;9 Spade;8 Clubs;Nothing in hand
3 Clubs;6 Hearts;6 Clubs;Queen Diamond;6 Diamond;Three of a kind
6 Hearts;Queen Hearts;6 Clubs;9 Clubs;King Clubs;One pair
Jack Clubs;Jack Diamond;7 Hearts;6 Diamond;7 Clubs;Two pairs
8 Spade;10 Hearts;King Diamond;6 Hearts;5 Clubs;Nothing in hand
9 Clubs;King Hearts;5 Hearts;3 Clubs;8 Clubs;Nothing in hand
5 Hearts;8 Spade;King Clubs;Queen Clubs;Queen Diamond;One pair
9 Clubs;6 Clubs;3 Hearts;10 Hearts;10 Diamond;One pair
6 Hearts;3 Diamond;10 Hearts;9 Diamond;8 Hearts;Nothing in hand
4 Spade;7 Clubs;6 Hearts;Queen Spade;2 Diamond;Nothing in hand
Jack Diamond;7 Spade;Aces Diamond;2 Diamond;6 Hearts;Nothing in hand
Jack Spade;8 Spade;6 Hearts;7 Diamond;7 Hearts;One pair
4 Clubs;5 Clubs;9 Spade;Queen Clubs;6 Clubs;Nothing in hand
7 Diamond;Aces Spade;Queen Spade;2 Diamond;5 Diamond;Nothing in hand
4 Diamond;Aces Spade;3 Spade;8 Hearts;King Spade;Nothing in hand
8 Hearts;10 Diamond;5 Diamond;5 Spade;Aces Hearts;One pair
Jack Spade;King Diamond;10 Diamond;5 Clubs;3 Clubs;Nothing in hand
2 Spade;Jack Spade;3 Spade;7 Diamond;Aces Spade;Nothing in hand
2 Diamond;9 Clubs;3 Hearts;3 Spade;Aces Diamond;One pair
Aces Diamond;5 Diamond;10 Clubs;5 Spade;9 Diamond;One pair
Queen Spade;4 Clubs;Jack Hearts;King Clubs;7 Hearts;Nothing in hand
King Hearts;Queen Clubs;10 Hearts;5 Spade;9 Spade;Nothing in hand
8 Diamond;10 Hearts;7 Spade;Jack Clubs;Jack Spade;One pair
6 Clubs;6 Diamond;5 Diamond;Aces Diamond;6 Spade;Three of a kind
Aces Spade;8 Hearts;5 Hearts;3 Diamond;9 Diamond;Nothing in hand
8 Hearts;Jack Clubs;4 Spade;6 Spade;King Spade;Nothing in hand
Aces Diamond;9 Hearts;5 Clubs;5 Diamond;4 Clubs;One pair
2 Hearts;Aces Diamond;2 Diamond;7 Clubs;6 Spade;One pair
Queen Spade;3 Clubs;Aces Clubs;4 Clubs;Jack Clubs;Nothing in hand
8 Hearts;7 Hearts;2 Spade;7 Clubs;4 Hearts;One pair
Queen Clubs;King Hearts;Queen Hearts;8 Spade;7 Diamond;One pair
9 Hearts;2 Spade;10 Diamond;10 Hearts;9 Spade;Two pairs
7 Spade;Aces Clubs;2 Diamond;7 Clubs;King Hearts;One pair
8 Hearts;8 Clubs;10 Hearts;2 Spade;2 Diamond;Two pairs
8 Diamond;Queen Spade;3 Hearts;3 Spade;6 Diamond;One pair
10 Diamond;King Clubs;2 Spade;10 Hearts;10 Clubs;Three of a kind
Queen Clubs;6 Diamond;8 Hearts;10 Clubs;10 Spade;One pair
King Spade;2 Clubs;9 Hearts;5 Hearts;4 Diamond;Nothing in hand
8 Spade;7 Spade;2 Hearts;10 Hearts;2 Diamond;One pair
2 Clubs;Queen Clubs;10 Hearts;8 Diamond;4 Clubs;Nothing in hand
5 Spade;2 Clubs;5 Hearts;Queen Spade;2 Diamond;Two pairs
Aces Clubs;7 Diamond;3 Spade;King Hearts;Queen Hearts;Nothing in hand
5 Spade;3 Hearts;9 Clubs;6 Diamond;Queen Hearts;Nothing in hand
2 Spade;5 Clubs;9 Clubs;Jack Spade;4 Hearts;Nothing in hand
6 Clubs;5 Clubs;3 Diamond;6 Diamond;2 Diamond;One pair
Aces Hearts;Aces Clubs;5 Hearts;Jack Diamond;King Diamond;One pair
Jack Hearts;7 Hearts;Queen Diamond;9 Diamond;Aces Spade;Nothing in hand
8 Spade;5 Clubs;King Spade;3 Spade;6 Clubs;Nothing in hand
6 Diamond;Queen Diamond;3 Diamond;4 Clubs;9 Hearts;Nothing in hand
3 Clubs;8 Hearts;10 Diamond;5 Spade;2 Hearts;Nothing in hand
7 Clubs;2 Diamond;3 Clubs;6 Hearts;Jack Spade;Nothing in hand
4 Hearts;7 Spade;King Spade;Queen Clubs;5 Hearts;Nothing in hand
Jack Diamond;4 Spade;6 Spade;5 Clubs;2 Spade;Nothing in hand
King Spade;Jack Spade;2 Diamond;4 Diamond;9 Hearts;Nothing in hand
Aces Clubs;3 Hearts;8 Clubs;7 Spade;9 Hearts;Nothing in hand
6 Diamond;2 Clubs;7 Spade;5 Diamond;Jack Hearts;Nothing in hand
King Clubs;4 Hearts;Queen Spade;6 Spade;Queen Diamond;One pair
Jack Hearts;8 Diamond;5 Spade;4 Clubs;9 Diamond;Nothing in hand
2 Hearts;2 Spade;Aces Clubs;2 Clubs;10 Diamond;Three of a kind
5 Spade;10 Hearts;Aces Diamond;6 Spade;King Hearts;Nothing in hand
10 Diamond;10 Clubs;9 Clubs;6 Spade;Aces Hearts;One pair
3 Clubs;9 Diamond;3 Hearts;3 Spade;Jack Clubs;Three of a kind
7 Hearts;8 Diamond;3 Clubs;Queen Hearts;2 Hearts;Nothing in hand
3 Diamond;9 Clubs;10 Spade;7 Spade;Queen Diamond;Nothing in hand
3 Spade;7 Diamond;8 Hearts;4 Spade;10 Hearts;Nothing in hand
7 Spade;9 Diamond;Queen Diamond;6 Spade;Aces Clubs;Nothing in hand
2 Clubs;5 Hearts;4 Clubs;3 Spade;King Spade;Nothing in hand
Queen Clubs;8 Clubs;10 Spade;Jack Clubs;2 Clubs;Nothing in hand
2 Clubs;Queen Spade;Aces Hearts;5 Spade;5 Clubs;One pair
3 Diamond;6 Diamond;Jack Hearts;King Hearts;5 Diamond;Nothing in hand
6 Clubs;7 Hearts;2 Spade;Aces Spade;4 Clubs;Nothing in hand
King Clubs;3 Clubs;5 Clubs;7 Spade;8 Diamond;Nothing in hand
Jack Clubs;3 Spade;Queen Clubs;3 Clubs;5 Hearts;One pair
7 Hearts;King Clubs;4 Diamond;Aces Diamond;Jack Diamond;Nothing in hand
9 Hearts;5 Clubs;8 Clubs;6 Spade;2 Spade;Nothing in hand
7 Spade;8 Hearts;Aces Hearts;King Spade;10 Diamond;Nothing in hand
3 Hearts;9 Diamond;8 Clubs;Jack Hearts;Queen Hearts;Nothing in hand
7 Spade;4 Clubs;King Hearts;5 Hearts;2 Spade;Nothing in hand
7 Clubs;7 Diamond;Aces Hearts;6 Hearts;7 Spade;Three of a kind
3 Spade;6 Hearts;4 Clubs;9 Diamond;5 Diamond;Nothing in hand
5 Clubs;4 Clubs;7 Diamond;5 Hearts;Queen Diamond;One pair
8 Spade;5 Clubs;Jack Spade;10 Clubs;Aces Diamond;Nothing in hand
King Hearts;5 Spade;2 Spade;3 Spade;9 Hearts;Nothing in hand
7 Hearts;6 Diamond;Aces Clubs;10 Hearts;Aces Spade;One pair
8 Clubs;8 Hearts;4 Clubs;5 Diamond;Jack Diamond;One pair
10 Clubs;10 Diamond;King Spade;4 Hearts;2 Hearts;One pair
6 Diamond;6 Hearts;9 Clubs;2 Hearts;9 Hearts;Two pairs
3 Clubs;2 Hearts;2 Clubs;Aces Spade;10 Clubs;One pair
2 Spade;5 Clubs;4 Clubs;6 Clubs;5 Spade;One pair
5 Spade;8 Hearts;6 Clubs;Aces Hearts;King Clubs;Nothing in hand
Jack Hearts;Queen Hearts;10 Diamond;9 Spade;3 Clubs;Nothing in hand
3 Spade;Jack Hearts;6 Diamond;King Clubs;10 Diamond;Nothing in hand
10 Diamond;Jack Clubs;5 Diamond;6 Clubs;Queen Diamond;Nothing in hand
8 Spade;4 Diamond;3 Spade;Queen Clubs;8 Hearts;One pair
King Clubs;4 Clubs;8 Spade;9 Diamond;5 Spade;Nothing in hand
10 Clubs;Queen Hearts;10 Hearts;3 Hearts;Jack Clubs;One pair
King Clubs;8 Diamond;Aces Diamond;3 Diamond;7 Spade;Nothing in hand
6 Spade;Aces Hearts;3 Hearts;Queen Diamond;Jack Diamond;Nothing in hand
4 Diamond;7 Hearts;9 Hearts;5 Hearts;7 Spade;One pair
Aces Spade;Queen Spade;10 Clubs;10 Hearts;5 Hearts;One pair
3 Spade;3 Diamond;10 Hearts;6 Clubs;Aces Diamond;One pair
7 Diamond;4 Spade;2 Diamond;9 Spade;5 Diamond;Nothing in hand
8 Clubs;4 Diamond;8 Hearts;Queen Hearts;3 Hearts;One pair
8 Clubs;5 Diamond;Jack Diamond;6 Diamond;5 Clubs;One pair
10 Spade;5 Clubs;Aces Hearts;5 Spade;2 Spade;One pair
10 Spade;10 Hearts;4 Spade;8 Hearts;4 Diamond;Two pairs
4 Diamond;5 Clubs;3 Spade;5 Spade;7 Clubs;One pair
3 Spade;6 Clubs;Jack Hearts;9 Spade;Queen Diamond;Nothing in hand
Queen Clubs;7 Diamond;10 Spade;9 Diamond;6 Hearts;Nothing in hand
Aces Hearts;9 Clubs;10 Clubs;2 Spade;5 Diamond;Nothing in hand
Queen Spade;7 Spade;9 Diamond;9 Spade;8 Hearts;One pair
King Clubs;5 Spade;4 Spade;3 Spade;King Diamond;One pair
Queen Clubs;Aces Hearts;King Spade;6 Spade;2 Clubs;Nothing in hand
8 Spade;King Diamond;10 Hearts;Queen Diamond;6 Clubs;Nothing in hand
6 Diamond;Queen Diamond;9 Spade;Jack Clubs;3 Spade;Nothing in hand
Queen Diamond;Aces Diamond;3 Spade;6 Diamond;5 Diamond;Nothing in hand
3 Hearts;4 Diamond;Queen Hearts;Queen Clubs;9 Diamond;One pair
5 Clubs;10 Hearts;6 Clubs;9 Hearts;Aces Diamond;Nothing in hand
Jack Diamond;9 Clubs;5 Hearts;7 Hearts;3 Hearts;Nothing in hand
6 Diamond;3 Hearts;10 Clubs;6 Spade;9 Hearts;One pair
9 Spade;5 Clubs;King Hearts;8 Clubs;9 Clubs;One pair
King Spade;6 Clubs;10 Clubs;5 Hearts;2 Spade;Nothing in hand
4 Clubs;9 Clubs;Aces Hearts;2 Diamond;King Hearts;Nothing in hand
4 Diamond;3 Clubs;7 Spade;Aces Diamond;10 Clubs;Nothing in hand
7 Hearts;10 Hearts;5 Hearts;4 Clubs;Queen Diamond;Nothing in hand
9 Spade;7 Diamond;King Diamond;Aces Hearts;8 Diamond;Nothing in hand
3 Hearts;Aces Diamond;Aces Spade;9 Spade;8 Clubs;One pair
4 Clubs;Aces Hearts;5 Diamond;10 Hearts;8 Hearts;Nothing in hand
3 Diamond;Aces Hearts;6 Diamond;6 Hearts;2 Clubs;One pair
7 Clubs;Aces Clubs;4 Clubs;7 Spade;Jack Hearts;One pair
6 Clubs;3 Spade;6 Hearts;7 Clubs;Aces Hearts;One pair
7 Hearts;6 Hearts;Aces Diamond;7 Clubs;King Clubs;One pair
3 Hearts;Aces Diamond;8 Clubs;Jack Hearts;8 Diamond;One pair
Jack Diamond;6 Spade;8 Hearts;9 Clubs;4 Hearts;Nothing in hand
Queen Hearts;5 Clubs;7 Diamond;Queen Spade;Jack Hearts;One pair
King Spade;Aces Diamond;5 Spade;5 Clubs;2 Hearts;One pair
6 Clubs;9 Spade;Jack Hearts;2 Spade;3 Diamond;Nothing in hand
5 Diamond;2 Clubs;10 Hearts;Aces Diamond;Aces Clubs;One pair
Queen Diamond;6 Clubs;6 Hearts;2 Hearts;Aces Clubs;One pair
5 Clubs;Jack Clubs;Queen Diamond;3 Clubs;Aces Clubs;Nothing in hand
3 Spade;5 Hearts;9 Diamond;10 Hearts;8 Hearts;Nothing in hand
4 Diamond;2 Spade;9 Diamond;9 Clubs;5 Hearts;One pair
8 Hearts;7 Hearts;6 Diamond;King Clubs;4 Clubs;Nothing in hand
Aces Spade;7 Spade;King Diamond;Queen Spade;Queen Clubs;One pair
2 Spade;5 Diamond;8 Spade;8 Clubs;7 Diamond;One pair
4 Hearts;6 Spade;Jack Diamond;9 Diamond;Aces Diamond;Nothing in hand
9 Diamond;King Diamond;6 Spade;Queen Hearts;King Clubs;One pair
King Clubs;6 Clubs;5 Hearts;7 Diamond;Jack Hearts;Nothing in hand
Queen Hearts;10 Diamond;2 Spade;Jack Diamond;3 Hearts;Nothing in hand
5 Clubs;Aces Spade;7 Clubs;4 Hearts;5 Hearts;One pair
10 Clubs;6 Hearts;9 Diamond;10 Hearts;8 Spade;One pair
7 Clubs;5 Diamond;8 Clubs;3 Hearts;Jack Diamond;Nothing in hand
Jack Hearts;5 Clubs;6 Diamond;6 Hearts;9 Clubs;One pair
Aces Diamond;Queen Spade;Queen Diamond;Jack Diamond;2 Clubs;One pair
9 Spade;Aces Hearts;Jack Hearts;5 Hearts;5 Diamond;One pair
Aces Hearts;Queen Diamond;2 Clubs;7 Spade;5 Clubs;Nothing in hand
10 Diamond;4 Clubs;7 Clubs;9 Clubs;5 Hearts;Nothing in hand
King Diamond;Queen Spade;10 Diamond;4 Diamond;8 Hearts;Nothing in hand
7 Hearts;King Spade;4 Hearts;Queen Spade;8 Diamond;Nothing in hand
3 Spade;9 Hearts;6 Spade;8 Hearts;3 Diamond;One pair
Aces Diamond;8 Hearts;3 Hearts;4 Hearts;9 Hearts;Nothing in hand
10 Diamond;6 Hearts;Queen Clubs;8 Hearts;Queen Spade;One pair
Aces Spade;2 Hearts;Aces Clubs;5 Diamond;10 Diamond;One pair
3 Spade;10 Clubs;2 Spade;Aces Clubs;10 Spade;One pair
5 Diamond;Queen Clubs;2 Diamond;Queen Hearts;4 Clubs;One pair
5 Hearts;10 Clubs;Queen Diamond;King Clubs;Queen Spade;One pair
5 Clubs;7 Hearts;Jack Hearts;3 Clubs;King Hearts;Nothing in hand
Queen Spade;4 Clubs;Aces Spade;3 Clubs;8 Hearts;Nothing in hand
3 Clubs;4 Diamond;4 Spade;2 Diamond;5 Spade;One pair
7 Spade;5 Diamond;10 Clubs;7 Diamond;5 Clubs;Two pairs
2 Diamond;2 Spade;Queen Hearts;4 Clubs;6 Hearts;One pair
5 Clubs;King Clubs;King Hearts;5 Hearts;4 Hearts;Two pairs
Jack Diamond;10 Hearts;8 Hearts;Aces Hearts;10 Diamond;One pair
8 Hearts;10 Clubs;4 Diamond;7 Diamond;Aces Hearts;Nothing in hand
5 Spade;2 Clubs;2 Spade;6 Diamond;King Hearts;One pair
5 Diamond;4 Hearts;6 Diamond;4 Diamond;2 Hearts;One pair
6 Diamond;Queen Hearts;Jack Spade;10 Diamond;8 Diamond;Nothing in hand
4 Diamond;8 Spade;8 Clubs;9 Hearts;Jack Spade;One pair
Jack Clubs;6 Hearts;10 Hearts;4 Hearts;King Spade;Nothing in hand
King Hearts;King Clubs;Queen Spade;Jack Spade;2 Clubs;One pair
Jack Spade;4 Diamond;8 Hearts;Aces Clubs;Aces Spade;One pair
King Clubs;Aces Hearts;2 Diamond;6 Hearts;7 Hearts;Nothing in hand
Jack Spade;3 Diamond;7 Spade;King Hearts;8 Spade;Nothing in hand
5 Hearts;Jack Spade;4 Diamond;2 Clubs;6 Diamond;Nothing in hand
Aces Hearts;4 Hearts;6 Diamond;2 Clubs;5 Clubs;Nothing in hand
10 Hearts;Jack Clubs;5 Diamond;4 Hearts;3 Hearts;Nothing in hand
4 Spade;Aces Clubs;Jack Diamond;6 Clubs;Queen Spade;Nothing in hand
4 Diamond;3 Spade;4 Hearts;4 Clubs;8 Clubs;Three of a kind
3 Hearts;6 Hearts;King Diamond;Aces Hearts;Aces Diamond;One pair
7 Diamond;3 Diamond;Queen Hearts;5 Clubs;Jack Spade;Nothing in hand
3 Spade;2 Clubs;7 Hearts;7 Spade;9 Spade;One pair
10 Hearts;6 Diamond;9 Clubs;3 Diamond;10 Spade;One pair
Aces Hearts;3 Hearts;7 Spade;Aces Spade;8 Spade;One pair
6 Spade;8 Spade;Queen Spade;6 Hearts;5 Hearts;One pair
10 Hearts;6 Spade;9 Hearts;King Hearts;3 Clubs;Nothing in hand
Jack Diamond;Jack Spade;8 Clubs;9 Spade;Jack Clubs;Three of a kind
King Spade;10 Spade;10 Clubs;King Clubs;Jack Hearts;Two pairs
3 Diamond;King Clubs;5 Diamond;10 Clubs;7 Hearts;Nothing in hand
2 Hearts;7 Clubs;5 Clubs;9 Spade;9 Diamond;One pair
8 Hearts;4 Clubs;6 Clubs;6 Diamond;King Hearts;One pair
7 Spade;10 Hearts;Queen Clubs;King Diamond;Jack Hearts;Nothing in hand
Aces Diamond;King Diamond;Queen Spade;7 Clubs;4 Diamond;Nothing in hand
King Diamond;Aces Spade;Jack Diamond;Queen Clubs;5 Spade;Nothing in hand
9 Spade;Aces Hearts;Aces Clubs;7 Spade;10 Spade;One pair
8 Clubs;4 Hearts;5 Clubs;5 Diamond;9 Diamond;One pair
Jack Hearts;10 Diamond;4 Diamond;7 Hearts;5 Diamond;Nothing in hand
2 Clubs;10 Spade;4 Clubs;8 Spade;10 Hearts;One pair
4 Hearts;8 Spade;Queen Spade;King Spade;10 Clubs;Nothing in hand
6 Spade;5 Hearts;3 Diamond;3 Spade;Queen Hearts;One pair
Queen Clubs;Aces Hearts;7 Clubs;Aces Spade;10 Clubs;One pair
King Diamond;Queen Hearts;Jack Clubs;7 Spade;4 Spade;Nothing in hand
Queen Clubs;8 Diamond;Jack Hearts;Aces Hearts;King Diamond;Nothing in hand
6 Clubs;8 Hearts;Queen Hearts;King Hearts;Aces Spade;Nothing in hand
